iter	seq	start	end	strand	locus_tag	com_id	type	description
2044	CP037923.1	2013656	2013995	-1	EKN05_010490	EKN05_010490	CDS	head-tail adaptor protein
2045	CP037923.1	2013991	2015167	-1	EKN05_010495	EKN05_010495	CDS	phage portal protein
2046	CP037923.1	2015204	2015777	-1	EKN05_010500	EKN05_010500	CDS	HK97 family phage prohead protease
2047	CP037923.1	2015816	2016977	-1	EKN05_010505	EKN05_010505	pseudo	phage major capsid protein
2048	CP037923.1	2017026	2017724	1	EKN05_010510	EKN05_010510	pseudo	IS1 family transposase
2049	CP037923.1	2018051	2018276	-1	EKN05_010515	EKN05_010515	CDS	hypothetical protein
2050	CP037923.1	2018316	2018430	-1	EKN05_010520	EKN05_010520	CDS	trigger factor
2051	CP037923.1	2018417	2018579	-1	EKN05_010525	EKN05_010525	CDS	PerC family transcriptional regulator
2052	CP037923.1	2018588	2018894	-1	EKN05_010530	EKN05_010530	CDS	hypothetical protein
2053	CP037923.1	2018890	2019169	-1	EKN05_010535	EKN05_010535	CDS	hypothetical protein
2054	CP037923.1	2019457	2021206	-1	EKN05_010540	EKN05_010540	CDS	DNA primase
2055	CP037923.1	2021202	2021502	-1	EKN05_010545	EKN05_010545	CDS	DUF4222 domain-containing protein
2056	CP037923.1	2021507	2021741	-1	EKN05_010550	EKN05_010550	CDS	hypothetical protein
2057	CP037923.1	2021742	2022176	-1	EKN05_010555	EKN05_010555	pseudo	hypothetical protein
2058	CP037923.1	2022165	2022366	-1	EKN05_010560	EKN05_010560	CDS	host cell division inhibitor Icd-like protein
2059	CP037923.1	2022495	2022675	1	EKN05_010565	EKN05_010565	CDS	hypothetical protein
2060	CP037923.1	2022671	2023121	-1	EKN05_010570	EKN05_010570	pseudo	hypothetical protein
2061	CP037923.1	2023178	2023367	-1	EKN05_010575	EKN05_010575	CDS	AlpA family transcriptional regulator
2062	CP037923.1	2023741	2024971	-1	EKN05_010580	EKN05_010580	CDS	DUF4102 domain-containing protein
2063	CP037923.1	2024951	2025140	1	EKN05_010585	EKN05_010585	CDS	hypothetical protein
2064	CP037923.1	2025219	2026341	1	EKN05_010590	EKN05_010590	CDS	cupin domain-containing protein
2065	CP037923.1	2026389	2027616	-1	EKN05_010595	pepT	CDS	peptidase T
2066	CP037923.1	2027865	2029002	1	EKN05_010600	potA	CDS	spermidine/putrescine ABC transporter ATP-binding protein PotA
2067	CP037923.1	2028985	2029843	1	EKN05_010605	potB	CDS	spermidine/putrescine ABC transporter permease PotB
2068	CP037923.1	2029839	2030634	1	EKN05_010610	potC	CDS	spermidine/putrescine ABC transporter permease PotC
2069	CP037923.1	2030630	2031677	1	EKN05_010615	potD	CDS	spermidine/putrescine ABC transporter substrate-binding protein PotD
2070	CP037923.1	2031832	2032654	-1	EKN05_010620	cobB	CDS	NAD-dependent protein deacylase
2071	CP037923.1	2032669	2033581	-1	EKN05_010625	nagK	CDS	N-acetylglucosamine kinase
2072	CP037923.1	2033609	2034854	-1	EKN05_010630	lolE	CDS	lipoprotein-releasing ABC transporter permease subunit LolE
2073	CP037923.1	2034853	2035555	-1	EKN05_010635	lolD	CDS	lipoprotein-releasing ABC transporter ATP-binding protein LolD
2074	CP037923.1	2035547	2036747	-1	EKN05_010640	lolC	CDS	lipoprotein-releasing ABC transporter permease subunit LolC
2075	CP037923.1	2037049	2038081	1	EKN05_010645	EKN05_010645	CDS	hypothetical protein
2076	CP037923.1	2038208	2041655	1	EKN05_010650	mfd	CDS	transcription-repair coupling factor
2077	CP037923.1	2041800	2042760	1	EKN05_010655	ldtC	CDS	L
2078	CP037923.1	2042842	2043055	-1	EKN05_010660	EKN05_010660	CDS	DUF1471 domain-containing protein
2079	CP037923.1	2043339	2043972	1	EKN05_010665	comR	CDS	TetR family copper-responsive transcriptional repressor ComR
2080	CP037923.1	2044033	2044573	-1	EKN05_010670	EKN05_010670	CDS	glycine zipper 2TM domain-containing protein
2081	CP037923.1	2044799	2046104	-1	EKN05_010675	ndh	CDS	NAD(P)/FAD-dependent oxidoreductase
2082	CP037923.1	2046510	2047053	-1	EKN05_010680	EKN05_010680	CDS	alpha/beta hydrolase
2083	CP037923.1	2047075	2048101	-1	EKN05_010685	nagZ	CDS	beta-N-acetylhexosaminidase
2084	CP037923.1	2048111	2048936	-1	EKN05_010690	thiK	CDS	thiamine kinase
2085	CP037923.1	2048916	2049558	-1	EKN05_010695	lpoB	CDS	penicillin-binding protein activator LpoB
2086	CP037923.1	2049572	2049950	-1	EKN05_010700	EKN05_010700	CDS	DUF1425 domain-containing protein
2087	CP037923.1	2049952	2050312	-1	EKN05_010705	hinT	CDS	purine nucleoside phosphoramidase
2088	CP037923.1	2050645	2052835	1	EKN05_010710	fhuE	CDS	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE
2089	CP037923.1	2052894	2054328	-1	EKN05_010715	ptsG	CDS	PTS glucose transporter subunit IIBC
2090	CP037923.1	2054622	2055420	-1	EKN05_010720	ycfH	CDS	metal-dependent hydrolase
2091	CP037923.1	2055430	2056435	-1	EKN05_010725	holB	CDS	DNA polymerase III subunit delta'
2092	CP037923.1	2056431	2057073	-1	EKN05_010730	tmk	CDS	dTMP kinase
2093	CP037923.1	2057062	2058085	-1	EKN05_010735	yceG	CDS	cell division protein YceG
2094	CP037923.1	2058087	2058897	-1	EKN05_010740	pabC	CDS	aminodeoxychorismate lyase
2095	CP037923.1	2059016	2060258	-1	EKN05_010745	fabF	CDS	beta-ketoacyl-ACP synthase II
2096	CP037923.1	2060344	2060581	-1	EKN05_010750	acpP	CDS	acyl carrier protein
2097	CP037923.1	2060791	2061526	-1	EKN05_010755	fabG	CDS	3-oxoacyl-ACP reductase FabG
2098	CP037923.1	2061538	2062468	-1	EKN05_010760	fabD	CDS	ACP S-malonyltransferase
2099	CP037923.1	2062483	2063437	-1	EKN05_010765	fabH	CDS	ketoacyl-ACP synthase III
2100	CP037923.1	2063504	2064575	-1	EKN05_010770	plsX	CDS	phosphate acyltransferase PlsX
2101	CP037923.1	2064655	2064829	-1	EKN05_010775	rpmF	CDS	50S ribosomal protein L32
2102	CP037923.1	2064880	2065402	-1	EKN05_010780	yceD	CDS	23S rRNA accumulation protein YceD
2103	CP037923.1	2065600	2066185	1	EKN05_010785	yceF	CDS	septum formation inhibitor Maf
2104	CP037923.1	2066296	2067256	-1	EKN05_010790	rluC	CDS	23S rRNA pseudouridine(955/2504/2580) synthase RluC
2105	CP037923.1	2067373	2067694	-1	EKN05_010795	EKN05_010795	CDS	DUF2655 domain-containing protein
2106	CP037923.1	2067828	2071014	1	EKN05_010800	rne	CDS	ribonuclease E
2107	CP037923.1	2071209	2072163	-1	EKN05_010805	flgL	CDS	flagellar hook-filament junction protein FlgL
2108	CP037923.1	2072174	2073817	-1	EKN05_010810	flgK	pseudo	flagellar hook-associated protein FlgK
2109	CP037923.1	2073882	2074824	-1	EKN05_010815	flgJ	CDS	flagellar assembly peptidoglycan hydrolase FlgJ
2110	CP037923.1	2074823	2075921	-1	EKN05_010820	flgI	CDS	flagellar basal body P-ring protein FlgI
2111	CP037923.1	2075932	2076631	-1	EKN05_010825	flgH	CDS	flagellar basal body L-ring protein FlgH
2112	CP037923.1	2076683	2077466	-1	EKN05_010830	flgG	CDS	flagellar basal body rod protein FlgG
2113	CP037923.1	2077602	2078354	-1	EKN05_010835	EKN05_010835	pseudo	flagellar basal body rod protein FlgF
2114	CP037923.1	2078373	2079582	-1	EKN05_010840	flgE	CDS	flagellar hook protein FlgE
2115	CP037923.1	2079606	2080302	-1	EKN05_010845	flgD	CDS	flagellar hook assembly protein FlgD
2116	CP037923.1	2080313	2080717	-1	EKN05_010850	flgC	pseudo	flagellar basal body rod protein FlgC
2117	CP037923.1	2080720	2081137	-1	EKN05_010855	flgB	CDS	flagellar basal body rod protein FlgB
2118	CP037923.1	2081291	2081951	1	EKN05_010860	flgA	CDS	flagellar basal body P-ring formation protein FlgA
2119	CP037923.1	2082026	2082320	1	EKN05_010865	flgM	CDS	anti-sigma-28 factor FlgM
2120	CP037923.1	2082324	2082741	1	EKN05_010870	flgN	CDS	flagella biosynthesis chaperone FlgN
2121	CP037923.1	2082780	2084316	-1	EKN05_010875	mviN	CDS	lipid II flippase MurJ
2122	CP037923.1	2084482	2085349	-1	EKN05_010880	mviM	CDS	Gfo/Idh/MocA family oxidoreductase
2123	CP037923.1	2085350	2085998	-1	EKN05_010885	EKN05_010885	CDS	DUF480 domain-containing protein
2124	CP037923.1	2086008	2086593	-1	EKN05_010890	rimJ	CDS	30S ribosomal protein S5 alanine N-acetyltransferase
2125	CP037923.1	2086828	2088037	1	EKN05_010895	mdtH	CDS	multidrug efflux MFS transporter MdtH
2126	CP037923.1	2088100	2088748	1	EKN05_010900	grxB	CDS	glutaredoxin 2
2127	CP037923.1	2088881	2089442	1	EKN05_010905	EKN05_010905	CDS	lipoprotein
2128	CP037923.1	2089547	2090594	1	EKN05_010910	pyrC	CDS	dihydroorotase
2129	CP037923.1	2090667	2090913	1	EKN05_010915	dinI	CDS	DNA damage-inducible protein I
2130	CP037923.1	2091202	2091457	1	EKN05_010920	bssS	CDS	biofilm formation regulator BssS
2131	CP037923.1	2091571	2092690	1	EKN05_010925	solA	CDS	N-methyl-L-tryptophan oxidase
2132	CP037923.1	2092710	2092851	1	EKN05_010930	EKN05_010930	CDS	DUF2770 domain-containing protein
2133	CP037923.1	2093111	2093678	1	EKN05_010935	EKN05_010935	CDS	cytochrome b
2134	CP037923.1	2093681	2094257	1	EKN05_010940	EKN05_010940	CDS	YceI family protein
2135	CP037923.1	2094298	2095351	-1	EKN05_010945	EKN05_010945	CDS	rhodanese-related sulfurtransferase
2136	CP037923.1	2095576	2096497	1	EKN05_010950	lpxL	CDS	LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase
2137	CP037923.1	2096668	2096866	1	EKN05_010955	EKN05_010955	CDS	multidrug transporter
2138	CP037923.1	2096883	2097822	1	EKN05_010960	EKN05_010960	CDS	recombinase family protein
2139	CP037923.1	2097846	2099003	-1	EKN05_010965	EKN05_010965	CDS	IS3 family transposase
2140	CP037923.1	2099063	2099288	1	EKN05_010970	EKN05_010970	pseudo	hypothetical protein
2141	CP037923.1	2099290	2100499	-1	EKN05_010975	EKN05_010975	pseudo	IS3 family transposase
2142	CP037923.1	2100658	2100883	1	EKN05_010980	EKN05_010980	pseudo	hypothetical protein
2143	CP037923.1	2100894	2102168	-1	EKN05_010985	EKN05_010985	CDS	IS3-like element IS2 family transposase
2144	CP037923.1	2102255	2102690	1	EKN05_010990	EKN05_010990	CDS	hypothetical protein
2145	CP037923.1	2102695	2103864	-1	EKN05_010995	EKN05_010995	CDS	IS3 family transposase
2146	CP037923.1	2103933	2104179	-1	EKN05_011000	EKN05_011000	CDS	resolvase
2147	CP037923.1	2104145	2104334	-1	EKN05_011005	EKN05_011005	CDS	hypothetical protein
2148	CP037923.1	2104295	2105505	1	EKN05_011010	EKN05_011010	pseudo	IS3 family transposase
2149	CP037923.1	2105608	2107243	-1	EKN05_011015	EKN05_011015	CDS	phage tail tape measure protein
2150	CP037923.1	2107267	2107633	1	EKN05_011020	EKN05_011020	CDS	transposase
2151	CP037923.1	2107632	2108820	1	EKN05_011025	EKN05_011025	CDS	IS91 family transposase
2152	CP037923.1	2109235	2111779	-1	EKN05_011030	mdoH	CDS	glucans biosynthesis glucosyltransferase MdoH
2153	CP037923.1	2111771	2113307	-1	EKN05_011035	mdoG	CDS	glucans biosynthesis protein MdoG
2154	CP037923.1	2113700	2114858	1	EKN05_011040	mdoC	CDS	glucans biosynthesis protein MdoC
2155	CP037923.1	2114865	2116343	-1	EKN05_011045	EKN05_011045	pseudo	phospholipase D family protein
2156	CP037923.1	2116284	2116818	-1	EKN05_011050	EKN05_011050	CDS	O-acetyl-ADP-ribose deacetylase
2157	CP037923.1	2116912	2117224	-1	EKN05_011055	EKN05_011055	CDS	type 1 fimbrial protein
2158	CP037923.1	2117344	2117677	-1	EKN05_011060	csgC	CDS	curli assembly protein CsgC
2159	CP037923.1	2117735	2118101	-1	EKN05_011065	csgA	pseudo	major curlin subunit CsgA
2160	CP037923.1	2118127	2119284	-1	EKN05_011070	EKN05_011070	CDS	IS3 family transposase
2161	CP037923.1	2119349	2119448	-1	EKN05_011075	csgA	pseudo	curlin
2162	CP037923.1	2119488	2119944	-1	EKN05_011080	csgB	CDS	curlin minor subunit CsgB
2163	CP037923.1	2120697	2121348	1	EKN05_011085	csgD	CDS	transcriptional regulator CsgD
2164	CP037923.1	2121352	2121742	1	EKN05_011090	csgE	CDS	curli production assembly/transport protein CsgE
2165	CP037923.1	2121766	2122183	1	EKN05_011095	csgF	CDS	curli production assembly/transport protein CsgF
2166	CP037923.1	2122209	2122916	1	EKN05_011100	EKN05_011100	pseudo	curli production assembly/transport protein CsgG
2167	CP037923.1	2123048	2123540	-1	EKN05_011105	EKN05_011105	CDS	DUF1097 domain-containing protein
2168	CP037923.1	2123641	2124196	-1	EKN05_011110	ycdY	CDS	molecular chaperone
2169	CP037923.1	2124219	2124957	-1	EKN05_011115	ycdX	CDS	phosphatase
2170	CP037923.1	2125011	2125950	-1	EKN05_011120	ghrA	pseudo	glyoxylate/hydroxypyruvate reductase GhrA
2171	CP037923.1	2126462	2127449	-1	EKN05_011130	EKN05_011130	CDS	hypothetical protein
2172	CP037923.1	2127445	2127770	-1	EKN05_011135	EKN05_011135	pseudo	ACP S-malonyltransferase
2173	CP037923.1	2128040	2129203	1	EKN05_011140	EKN05_011140	CDS	IS3-like element IS3 family transposase
2174	CP037923.1	2129229	2129352	1	EKN05_011145	EKN05_011145	pseudo	FidL
2175	CP037923.1	2129452	2131062	-1	EKN05_011150	EKN05_011150	pseudo	EAL domain-containing protein
2176	CP037923.1	2131159	2131730	-1	EKN05_011155	EKN05_011155	pseudo	GGDEF domain-containing protein
2177	CP037923.1	2132029	2132584	-1	EKN05_011160	EKN05_011160	CDS	diguanylate cyclase
2178	CP037923.1	2133098	2135522	1	EKN05_011165	pgaA	pseudo	poly-beta-1
2179	CP037923.1	2135530	2136340	1	EKN05_011170	pgaB	CDS	poly-beta-1
2180	CP037923.1	2136368	2137066	1	EKN05_011175	EKN05_011175	pseudo	IS1 family transposase
2181	CP037923.1	2137083	2138325	1	EKN05_011180	pgaB	pseudo	poly-beta-1
2182	CP037923.1	2138317	2139643	1	EKN05_011185	pgaC	CDS	poly-beta-1
2183	CP037923.1	2139644	2140058	1	EKN05_011190	pgaD	CDS	poly-beta-1
2184	CP037923.1	2140107	2141031	-1	EKN05_011195	phoH	CDS	phosphate starvation-inducible protein PhoH
2185	CP037923.1	2141503	2142769	-1	EKN05_011200	efeB	CDS	deferrochelatase/peroxidase EfeB
2186	CP037923.1	2142774	2143902	-1	EKN05_011205	EKN05_011205	CDS	iron uptake system protein EfeO
2187	CP037923.1	2143959	2144634	-1	EKN05_011210	EKN05_011210	pseudo	iron permease
2188	CP037923.1	2144722	2145088	1	EKN05_011215	EKN05_011215	CDS	transposase
2189	CP037923.1	2145087	2146275	1	EKN05_011220	EKN05_011220	CDS	IS91 family transposase
2190	CP037923.1	2146568	2147207	-1	EKN05_011225	rutR	CDS	HTH-type transcriptional regulator RutR
2191	CP037923.1	2147385	2147565	-1	EKN05_011230	EKN05_011230	CDS	hypothetical protein
2192	CP037923.1	2147494	2148586	1	EKN05_011235	rutA	CDS	pyrimidine utilization protein A
2193	CP037923.1	2148585	2149278	1	EKN05_011240	rutB	CDS	peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
2194	CP037923.1	2149289	2149676	1	EKN05_011245	rutC	CDS	pyrimidine utilization protein C
2195	CP037923.1	2149683	2150484	1	EKN05_011250	rutD	CDS	pyrimidine utilization protein D
2196	CP037923.1	2150493	2151084	1	EKN05_011255	EKN05_011255	CDS	malonic semialdehyde reductase
2197	CP037923.1	2151094	2151589	1	EKN05_011260	rutF	CDS	pyrimidine utilization flavin reductase protein F
2198	CP037923.1	2151609	2152938	1	EKN05_011265	rutG	CDS	pyrimidine utilization transport protein G
2199	CP037923.1	2153019	2153127	-1	EKN05_011270	EKN05_011270	CDS	hypothetical protein
2200	CP037923.1	2153499	2154096	1	EKN05_011275	wrbA	CDS	NAD(P)H:quinone oxidoreductase
2201	CP037923.1	2154116	2154344	1	EKN05_011280	EKN05_011280	CDS	hypothetical protein
2202	CP037923.1	2154381	2155623	-1	EKN05_011285	agp	CDS	bifunctional glucose-1-phosphatase/inositol phosphatase
2203	CP037923.1	2155915	2157172	-1	EKN05_011290	EKN05_011290	CDS	YccE family protein
2204	CP037923.1	2157432	2158353	1	EKN05_011295	cbpA	CDS	curved DNA-binding protein
2205	CP037923.1	2158352	2158658	1	EKN05_011300	cbpM	CDS	chaperone modulator CbpM
2206	CP037923.1	2158750	2159167	-1	EKN05_011305	torD	pseudo	molecular chaperone TorD
2207	CP037923.1	2159223	2159921	1	EKN05_011310	EKN05_011310	pseudo	IS1 family transposase
2208	CP037923.1	2159935	2160127	-1	EKN05_011315	torD	pseudo	molecular chaperone TorD
2209	CP037923.1	2160123	2162670	-1	EKN05_011320	torA	CDS	trimethylamine-N-oxide reductase TorA
2210	CP037923.1	2162669	2163842	-1	EKN05_011325	torC	CDS	pentaheme c-type cytochrome TorC
2211	CP037923.1	2163927	2164620	1	EKN05_011330	torR	CDS	two-component system response regulator TorR
2212	CP037923.1	2164592	2165621	-1	EKN05_011335	torT	CDS	TMAO reductase system periplasmic protein TorT
2213	CP037923.1	2165748	2168070	1	EKN05_011340	torS	CDS	response regulator
2214	CP037923.1	2168171	2169245	1	EKN05_011345	EKN05_011345	CDS	4Fe-4S binding protein
2215	CP037923.1	2169293	2169467	-1	EKN05_011350	gnsA	CDS	addiction module toxin
2216	CP037923.1	2169456	2169687	-1	EKN05_011355	ymcE	CDS	protein YmcE
2217	CP037923.1	2169661	2169850	-1	EKN05_011360	EKN05_011360	CDS	cold-shock protein
2218	CP037923.1	2169860	2170073	-1	EKN05_011365	cspG	CDS	cold shock protein CspG
2219	CP037923.1	2170082	2170780	-1	EKN05_011370	EKN05_011370	pseudo	IS1 family transposase
2220	CP037923.1	2171134	2171347	1	EKN05_011375	cspH	CDS	cold shock-like protein CspH
2221	CP037923.1	2171788	2172094	1	EKN05_011380	EKN05_011380	CDS	hypothetical protein
2222	CP037923.1	2172200	2172845	1	EKN05_011385	ymcC	CDS	YjbF family lipoprotein
2223	CP037923.1	2172841	2173588	1	EKN05_011390	EKN05_011390	CDS	hypothetical protein
2224	CP037923.1	2173587	2175684	1	EKN05_011395	EKN05_011395	CDS	YjbH domain-containing protein
2225	CP037923.1	2175729	2176869	1	EKN05_011400	yccZ	CDS	polysaccharide export protein
2226	CP037923.1	2176856	2177303	1	EKN05_011405	etp	CDS	protein-tyrosine-phosphatase Etp
2227	CP037923.1	2177322	2179503	1	EKN05_011410	yccC	CDS	tyrosine-protein kinase
2228	CP037923.1	2179617	2180916	-1	EKN05_011415	appA	CDS	AppA family phytase/histidine-type acid phosphatase
2229	CP037923.1	2180995	2181088	-1	EKN05_011420	cbdX	CDS	cytochrome bd-II oxidase subunit CbdX
2230	CP037923.1	2181099	2182236	-1	EKN05_011425	appB	CDS	cytochrome d ubiquinol oxidase subunit II
2231	CP037923.1	2182247	2183792	-1	EKN05_011430	appC	CDS	cytochrome bd-II oxidase subunit 1
2232	CP037923.1	2183925	2184783	-1	EKN05_011435	hyaF	CDS	hydrogenase expression/formation protein
2233	CP037923.1	2184779	2185178	-1	EKN05_011440	hyaE	CDS	hydrogenase-1 operon protein HyaE
2234	CP037923.1	2185174	2185762	-1	EKN05_011445	hyaD	CDS	hydrogenase 1 maturation protease
2235	CP037923.1	2185758	2186466	-1	EKN05_011450	hyaC	CDS	Ni/Fe-hydrogenase b-type cytochrome subunit
2236	CP037923.1	2186484	2188278	-1	EKN05_011455	hyaB	CDS	Ni/Fe-hydrogenase large subunit
2237	CP037923.1	2188274	2189393	-1	EKN05_011460	hyaA	CDS	hydrogenase 1 small subunit
2238	CP037923.1	2190112	2190772	1	EKN05_011470	yccA	CDS	FtsH protease modulator YccA
2239	CP037923.1	2190862	2191192	1	EKN05_011475	tusE	CDS	sulfurtransferase TusE
2240	CP037923.1	2191188	2191467	-1	EKN05_011480	EKN05_011480	CDS	acylphosphatase
2241	CP037923.1	2191561	2192752	1	EKN05_011485	rlmI	CDS	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI
2242	CP037923.1	2192809	2193127	1	EKN05_011490	hspQ	CDS	heat shock protein HspQ
2243	CP037923.1	2193171	2193585	-1	EKN05_011495	EKN05_011495	CDS	CoA-binding protein
2244	CP037923.1	2193757	2194420	1	EKN05_011500	EKN05_011500	CDS	DUF2057 family protein
2245	CP037923.1	2194515	2194974	1	EKN05_011505	mgsA	CDS	methylglyoxal synthase
2246	CP037923.1	2195005	2197060	-1	EKN05_011510	helD	CDS	DNA helicase IV
2247	CP037923.1	2197182	2197629	1	EKN05_011515	EKN05_011515	CDS	YccF domain-containing protein
2248	CP037923.1	2197638	2199801	1	EKN05_011520	yccS	CDS	TIGR01666 family membrane protein
2249	CP037923.1	2199763	2200015	-1	EKN05_011525	EKN05_011525	CDS	hypothetical protein
2250	CP037923.1	2199999	2201273	-1	EKN05_011530	EKN05_011530	CDS	IS3-like element IS2 family transposase
2251	CP037923.1	2201303	2201729	-1	EKN05_011535	EKN05_011535	CDS	transcriptional regulator
2252	CP037923.1	2201947	2202457	1	EKN05_011540	sulA	CDS	cell division inhibitor SulA
2253	CP037923.1	2202812	2203859	1	EKN05_011545	ompA	CDS	porin OmpA
2254	CP037923.1	2203934	2204387	-1	EKN05_011550	matP	CDS	macrodomain Ter protein MatP
2255	CP037923.1	2204571	2206332	1	EKN05_011555	EKN05_011555	CDS	Lon protease family protein
2256	CP037923.1	2206400	2206919	1	EKN05_011560	fabA	CDS	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
2257	CP037923.1	2206988	2207156	-1	EKN05_011565	EKN05_011565	CDS	ribosome modulation factor
2258	CP037923.1	2207411	2207975	-1	EKN05_011570	pqiC	CDS	membrane integrity-associated transporter subunit PqiC
2259	CP037923.1	2207971	2209612	-1	EKN05_011575	pqiB	CDS	intermembrane transport protein PqiB
2260	CP037923.1	2209616	2210870	-1	EKN05_011580	pqiA	CDS	membrane integrity-associated transporter subunit PqiA
2261	CP037923.1	2210999	2212907	-1	EKN05_011585	uup	CDS	ABC transporter ATP-binding protein
2262	CP037923.1	2212918	2215027	-1	EKN05_011590	rlmL	CDS	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL
2263	CP037923.1	2215270	2216380	1	EKN05_011595	ycbX	CDS	6-N-hydroxylaminopurine resistance protein YcbX
2264	CP037923.1	2216376	2216919	-1	EKN05_011600	zapC	CDS	cell division protein ZapC
2265	CP037923.1	2217092	2218103	-1	EKN05_011605	pyrD	CDS	quinone-dependent dihydroorotate dehydrogenase
2266	CP037923.1	2218213	2218923	-1	EKN05_011610	ycbF	pseudo	fimbrial chaperone
2267	CP037923.1	2218915	2219431	-1	EKN05_011615	EKN05_011615	CDS	type 1 fimbrial protein
2268	CP037923.1	2219438	2219981	-1	EKN05_011620	EKN05_011620	CDS	fimbrial protein
2269	CP037923.1	2220078	2221062	-1	EKN05_011625	EKN05_011625	CDS	fimbrial protein
2270	CP037923.1	2221052	2223653	-1	EKN05_011630	ycbS	CDS	fimbrial biogenesis outer membrane usher protein
2271	CP037923.1	2223677	2224379	-1	EKN05_011635	ycbR	CDS	molecular chaperone
2272	CP037923.1	2224461	2224560	-1	EKN05_011640	EKN05_011640	pseudo	fimbrial protein
2273	CP037923.1	2224628	2225326	1	EKN05_011645	EKN05_011645	pseudo	IS1 family transposase
2274	CP037923.1	2225623	2226085	1	EKN05_011650	EKN05_011650	CDS	fimbrial protein
2275	CP037923.1	2226078	2226776	-1	EKN05_011655	EKN05_011655	pseudo	IS1 family transposase
2276	CP037923.1	2226913	2227489	1	EKN05_011660	ssuE	CDS	NADPH-dependent FMN reductase
2277	CP037923.1	2227481	2228441	1	EKN05_011665	ycbO	CDS	sulfonate ABC transporter substrate-binding protein
2278	CP037923.1	2228437	2229583	1	EKN05_011670	ssuD	CDS	FMNH2-dependent alkanesulfonate monooxygenase
2279	CP037923.1	2229594	2229777	1	EKN05_011675	EKN05_011675	CDS	aliphatic sulfonate ABC transporter
2280	CP037923.1	2229820	2231094	1	EKN05_011680	EKN05_011680	CDS	IS3-like element IS2 family transposase
2281	CP037923.1	2231107	2231722	1	EKN05_011685	ssuC	pseudo	aliphatic sulfonate ABC transporter permease SsuC
2282	CP037923.1	2231718	2232486	1	EKN05_011690	ssuB	CDS	aliphatic sulfonates ABC transporter ATP-binding protein
2283	CP037923.1	2232692	2235308	-1	EKN05_011695	pepN	CDS	aminopeptidase N
2284	CP037923.1	2235573	2236776	1	EKN05_011700	pncB	CDS	nicotinate phosphoribosyltransferase
2285	CP037923.1	2236944	2238345	1	EKN05_011705	asnS	CDS	asparagine--tRNA ligase
2286	CP037923.1	2238945	2240034	1	EKN05_011710	ompF	CDS	porin OmpF
2287	CP037923.1	2240218	2241409	1	EKN05_011715	aspC	CDS	aspartate/tyrosine/aromatic aminotransferase
2288	CP037923.1	2241631	2242279	-1	EKN05_011720	gloC	CDS	hydroxyacylglutathione hydrolase GloC
2289	CP037923.1	2242305	2242854	-1	EKN05_011725	EKN05_011725	CDS	DUF882 domain-containing protein
2290	CP037923.1	2243034	2244882	-1	EKN05_011730	ldtD	CDS	L
2291	CP037923.1	2245089	2246418	-1	EKN05_011735	EKN05_011735	CDS	IS4 family transposase
2292	CP037923.1	2246580	2251041	-1	EKN05_011740	mukB	CDS	chromosome partition protein MukB
2293	CP037923.1	2251040	2251745	-1	EKN05_011745	mukE	CDS	chromosome partition protein MukE
2294	CP037923.1	2251725	2253048	-1	EKN05_011750	mukF	CDS	chromosome partition protein MukF
2295	CP037923.1	2253044	2253830	-1	EKN05_011755	cmoM	CDS	tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM
2296	CP037923.1	2253965	2254745	1	EKN05_011760	elyC	CDS	envelope biogenesis factor ElyC
2297	CP037923.1	2254721	2255615	-1	EKN05_011765	EKN05_011765	CDS	hypothetical protein
2298	CP037923.1	2255768	2256515	-1	EKN05_011770	kdsB	CDS	3-deoxy-manno-octulosonate cytidylyltransferase
2299	CP037923.1	2256511	2256694	-1	EKN05_011775	EKN05_011775	CDS	protein YcaR
2300	CP037923.1	2256745	2257978	-1	EKN05_011780	EKN05_011780	CDS	winged helix-turn-helix domain-containing protein
2301	CP037923.1	2258014	2259001	-1	EKN05_011785	lpxK	CDS	tetraacyldisaccharide 4'-kinase
2302	CP037923.1	2258997	2260746	-1	EKN05_011790	msbA	CDS	lipid A export ATP-binding/permease MsbA
2303	CP037923.1	2260782	2263043	-1	EKN05_011795	EKN05_011795	pseudo	ComEC family protein
2304	CP037923.1	2263249	2263534	-1	EKN05_011800	ihfB	CDS	integration host factor subunit beta
2305	CP037923.1	2263693	2265367	-1	EKN05_011805	rpsA	CDS	30S ribosomal protein S1
2306	CP037923.1	2265477	2266161	-1	EKN05_011810	cmk	CDS	(d)CMP kinase
2307	CP037923.1	2266333	2267098	-1	EKN05_011815	ycaL	CDS	metalloprotease
2308	CP037923.1	2267233	2268562	-1	EKN05_011820	EKN05_011820	CDS	IS4 family transposase
2309	CP037923.1	2268705	2269989	-1	EKN05_011825	aroA	CDS	3-phosphoshikimate 1-carboxyvinyltransferase
